transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,Unnamed: 46
2-13-2025-31336,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04-11-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,121.74,835504.0,6863.02,,,2.0,1.0,0.0,
2-13-2025-21309,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,29-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,103.77,689610.0,6645.56,,,1.0,1.0,0.0,
1-460-2025-3,460,1,مبايعات,Sales,بيع مقيد بسنوات الدفع,Sale On Payment Plan,05-02-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,121.67,1278863.0,10510.92,,,1.0,1.0,0.0,
1-11-2024-49752,11,1,مبايعات,Sales,بيع,Sell,23-12-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ماديسون كولومبوس,MADISON COLUMBUS,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,48.53,340000.0,7005.98,,,1.0,1.0,0.0,
2-13-2024-28135,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20-11-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ماديسون استور,MADISON ASTOR,307, ماديسون ريزيدنس,MADISON RESIDENCE,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,47.05,368880.0,7840.17,,,1.0,1.0,0.0,
1-102-2025-6560,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,28-01-2025,3,وحدة,Unit,23.0,محل,Shop,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,,,1,91.48,2176393.0,23790.92,,,1.0,1.0,0.0,
1-102-2025-67579,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,28-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,106.6,1164526.0,10924.26,,,1.0,1.0,0.0,
1-102-2025-8042,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,04-02-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفة,1 B/R,1,68.51,1100621.0,16065.12,,,1.0,1.0,0.0,
1-102-2025-40204,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,12-05-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,88.65,1489157.0,16798.17,,,1.0,2.0,0.0,
1-102-2025-13028,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-02-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفة,1 B/R,1,69.42,1114280.0,16051.28,,,1.0,1.0,0.0,
1-102-2025-114897,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,12-11-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,استوديو,Studio,1,38.86,702315.0,18072.97,,,1.0,1.0,0.0,
1-102-2025-6664,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-01-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,استوديو,Studio,1,39.19,688863.0,17577.52,,,1.0,1.0,0.0,
1-102-2025-55356,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-06-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفة,1 B/R,1,69.41,1188442.0,17122.06,,,1.0,1.0,0.0,
1-102-2024-108371,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-12-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,استوديو,Studio,1,38.67,844000.0,21825.7,,,1.0,1.0,0.0,
1-102-2025-106504,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,28-10-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفة,1 B/R,1,73.77,1267531.0,17182.2,,,1.0,1.0,0.0,
1-102-2024-108497,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-12-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفة,1 B/R,1,68.48,1214000.0,17727.8,,,1.0,1.0,0.0,
1-102-2025-130549,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.81,693999.0,19936.77,,,1.0,1.0,0.0,
1-102-2025-129412,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,18-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.86,688999.0,19764.74,,,1.0,1.0,0.0,
1-102-2025-134112,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,111.51,1562999.0,14016.67,,,1.0,2.0,0.0,
1-102-2025-129499,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,18-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.81,696999.0,20022.95,,,1.0,1.0,0.0,
1-102-2026-1577,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,07-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,111.51,1567999.0,14061.51,,,1.0,1.0,0.0,
1-102-2025-128939,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,17-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,33.95,684999.0,20176.7,,,1.0,1.0,0.0,
1-102-2025-127297,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.46,697999.0,20255.34,,,1.0,1.0,0.0,
1-102-2024-33213,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,17-05-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,دينزجيت بواسطة ايه دي اي,DEANSGATE by ADE,2842,دينزجيت بواسطة ايه دي اي ,DEANSGATE by ADE,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,86.43,795530.0,9204.33,,,1.0,1.0,0.0,
1-102-2024-76767,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-09-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,دينزجيت بواسطة ايه دي اي,DEANSGATE by ADE,2842,دينزجيت بواسطة ايه دي اي ,DEANSGATE by ADE,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,169.41,1339310.0,7905.73,,,1.0,1.0,0.0,
1-102-2025-128487,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,16-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,دينزجيت بواسطة ايه دي اي,DEANSGATE by ADE,2842,دينزجيت بواسطة ايه دي اي ,DEANSGATE by ADE,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,43.27,515000.0,11902.01,,,1.0,1.0,0.0,
1-102-2025-96078,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,06-10-2025,3,وحدة,Unit,23.0,محل,Shop,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,1,47.72,1382584.0,28972.86,,,1.0,1.0,0.0,
1-102-2025-91062,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-09-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,39.2,799000.0,20382.65,,,1.0,1.0,0.0,
1-102-2025-108469,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-10-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,39.2,714666.0,18231.29,,,1.0,1.0,0.0,
1-102-2025-80941,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,45.44,815466.0,17946.01,,,1.0,1.0,0.0,
1-102-2025-126952,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,12-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,ثلاث غرف,3 B/R,1,174.12,2129400.0,12229.5,,,1.0,1.0,0.0,
1-102-2025-81587,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,28-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,69.74,1179522.0,16913.14,,,1.0,1.0,0.0,
1-11-2025-25091,11,1,مبايعات,Sales,بيع,Sell,17-06-2025,1,أرض,Land,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,,,789,سانالي فلامينجو,SANALI FLAMINGO,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,0,138.38,3130000.0,22618.88,,,1.0,1.0,0.0,
1-102-2025-20228,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,11-03-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن II,The Haven II,3315,IIذا هيفين,The Haven II,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,102.07,1296432.0,12701.4,,,1.0,1.0,0.0,
1-102-2025-100607,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,09-10-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن II,The Haven II,3315,IIذا هيفين,The Haven II,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,73.19,969006.0,13239.6,,,1.0,1.0,0.0,
1-102-2025-19767,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-03-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن II,The Haven II,3315,IIذا هيفين,The Haven II,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,101.0,1282841.0,12701.4,,,1.0,1.0,0.0,
1-41-2025-24295,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,25-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور بي,The Haven - Tower B,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,46.09,625000.0,13560.43,,,1.0,1.0,0.0,
1-41-2025-28038,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,24-10-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور بي,The Haven - Tower B,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,42.87,690000.0,16095.17,,,1.0,1.0,0.0,
2-190-2025-2339,190,2,رهون,Mortgages,رهن بيع مبدئى,Delayed Mortgage,27-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور بي,The Haven - Tower B,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,43.0,536000.0,12465.12,,,1.0,1.0,0.0,
1-102-2024-49788,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-07-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور اي,The Haven - Tower A,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,67.87,840127.0,12378.49,,,1.0,1.0,0.0,
1-102-2024-35020,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,23-05-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور اي,The Haven - Tower A,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,92.78,1098542.0,11840.29,,,1.0,2.0,0.0,
1-102-2024-109733,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,30-12-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور اي,The Haven - Tower A,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,70.64,912434.0,12916.68,,,1.0,1.0,0.0,
2-13-2026-489,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,07-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور اي,The Haven - Tower A,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,44.73,560000.0,12519.56,,,1.0,1.0,0.0,
1-102-2025-15661,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-02-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور اي,The Haven - Tower A,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,68.03,878721.0,12916.68,,,1.0,1.0,0.0,
2-190-2025-2270,190,2,رهون,Mortgages,رهن بيع مبدئى,Delayed Mortgage,20-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور اي,The Haven - Tower A,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,43.0,488000.0,11348.84,,,1.0,1.0,0.0,
2-13-2025-25893,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,09-09-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور اي,The Haven - Tower A,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,67.93,800000.0,11776.83,,,1.0,1.0,0.0,
1-102-2024-39907,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-06-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,2 سامانا براري فيوز,Samana Barari Views 2,2841, سامانا براري فيوز 2,Samana Barari Views 2,Majan,ماجان,,,,,,,استوديو,Studio,1,38.38,640548.0,16689.63,,,1.0,1.0,0.0,
1-102-2024-103110,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-12-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,2 سامانا براري فيوز,Samana Barari Views 2,2841, سامانا براري فيوز 2,Samana Barari Views 2,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,129.94,1512000.0,11636.14,,,1.0,1.0,0.0,
1-102-2024-13495,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-03-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,2 سامانا براري فيوز,Samana Barari Views 2,2841, سامانا براري فيوز 2,Samana Barari Views 2,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,114.7,1682640.0,14669.92,,,1.0,1.0,0.0,
1-102-2024-100126,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,28-11-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,2 سامانا براري فيوز,Samana Barari Views 2,2841, سامانا براري فيوز 2,Samana Barari Views 2,Majan,ماجان,,,,,,,استوديو,Studio,1,37.64,697000.0,18517.53,,,1.0,1.0,0.0,
1-102-2024-26509,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-04-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,2 سامانا براري فيوز,Samana Barari Views 2,2841, سامانا براري فيوز 2,Samana Barari Views 2,Majan,ماجان,,,,,,,استوديو,Studio,1,38.76,663000.0,17105.26,,,1.0,1.0,0.0,
1-102-2025-85008,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-09-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,2 سامانا براري فيوز,Samana Barari Views 2,2841, سامانا براري فيوز 2,Samana Barari Views 2,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,96.34,975000.0,10120.41,,,1.0,1.0,0.0,
1-102-2024-18969,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-03-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,2 سامانا براري فيوز,Samana Barari Views 2,2841, سامانا براري فيوز 2,Samana Barari Views 2,Majan,ماجان,,,,,,,استوديو,Studio,1,37.85,724852.0,19150.67,,,1.0,1.0,0.0,
1-102-2024-17093,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,19-03-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,2 سامانا براري فيوز,Samana Barari Views 2,2841, سامانا براري فيوز 2,Samana Barari Views 2,Majan,ماجان,,,,,,,غرفة,1 B/R,1,70.92,1124928.0,15861.93,,,1.0,1.0,0.0,
