transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,Unnamed: 46
1-102-2024-54901,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-09-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,وادي 645,WADI 645,2999,وادي 645,WADI 645,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,70.9,924402.0,13038.11,,,1.0,5.0,0.0,
1-102-2025-109972,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,03-11-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,أميثست باي سيرويا,AMETHYST BY SIROYA,3244,اميثيست بواسطة سيرويا,AMETHYST BY SIROYA,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,95.45,1130162.0,11840.36,,,1.0,1.0,0.0,
1-11-2024-36762,11,1,مبايعات,Sales,بيع,Sell,30-09-2024,1,أرض,Land,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,,,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,0,1162.03,7000000.0,6023.94,,,1.0,1.0,0.0,
1-102-2025-57287,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,02-07-2025,3,وحدة,Unit,23.0,محل,Shop,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,فورست سيتي تاور,FOREST CITY TOWER,3330,فورست سيتي تاور,FOREST CITY TOWER,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,1,41.04,1028888.0,25070.37,,,1.0,1.0,0.0,
1-102-2025-128043,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,فورست سيتي تاور,FOREST CITY TOWER,3330,فورست سيتي تاور,FOREST CITY TOWER,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,65.89,860320.0,13056.91,,,1.0,1.0,0.0,
1-102-2025-60644,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,فورست سيتي تاور,FOREST CITY TOWER,3330,فورست سيتي تاور,FOREST CITY TOWER,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,65.9,824493.0,12511.28,,,1.0,1.0,0.0,
1-102-2025-52103,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,18-06-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,فورست سيتي تاور,FOREST CITY TOWER,3330,فورست سيتي تاور,FOREST CITY TOWER,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,ثلاث غرف,3 B/R,1,169.66,2000000.0,11788.28,,,1.0,1.0,0.0,
1-102-2025-57094,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,01-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,فورست سيتي تاور,FOREST CITY TOWER,3330,فورست سيتي تاور,FOREST CITY TOWER,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,65.79,832245.0,12650.04,,,1.0,1.0,0.0,
2-810-2024-717,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,08-07-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,Paradise View 1,Paradise View 1,1912,باراديس فيو 1,Paradise View 1,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,44.65,336288.0,7531.65,,,1.0,1.0,0.0,
2-810-2024-742,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,09-07-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,Paradise View 1,Paradise View 1,1912,باراديس فيو 1,Paradise View 1,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,72.42,421453.0,5819.57,,,1.0,1.0,0.0,
1-11-2025-43908,11,1,مبايعات,Sales,بيع,Sell,21-10-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,Paradise View 1,Paradise View 1,1912,باراديس فيو 1,Paradise View 1,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,82.82,1002903.0,12109.43,,,1.0,1.0,0.0,
1-11-2024-47487,11,1,مبايعات,Sales,بيع,Sell,09-12-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,Paradise View 1,Paradise View 1,1912,باراديس فيو 1,Paradise View 1,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,77.14,894888.0,11600.83,,,1.0,1.0,0.0,
1-11-2025-38707,11,1,مبايعات,Sales,بيع,Sell,17-09-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,Paradise View 1,Paradise View 1,1912,باراديس فيو 1,Paradise View 1,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,ثلاث غرف,3 B/R,1,171.53,1661697.0,9687.5,,,1.0,1.0,0.0,
2-810-2024-795,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,16-07-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,Paradise View 1,Paradise View 1,1912,باراديس فيو 1,Paradise View 1,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,43.82,339422.0,7745.82,,,1.0,1.0,0.0,
2-810-2024-845,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,17-07-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,Paradise View 1,Paradise View 1,1912,باراديس فيو 1,Paradise View 1,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,ثلاث غرف,3 B/R,1,171.76,654064.0,3808.01,,,1.0,1.0,0.0,
1-460-2025-211,460,1,مبايعات,Sales,بيع مقيد بسنوات الدفع,Sale On Payment Plan,29-04-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,85.36,897209.0,10510.88,,,1.0,1.0,0.0,
1-11-2025-47349,11,1,مبايعات,Sales,بيع,Sell,18-11-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,95.45,744870.0,7803.77,,,1.0,1.0,0.0,
1-11-2025-31160,11,1,مبايعات,Sales,بيع,Sell,04-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,115.33,868980.0,7534.73,,,1.0,1.0,0.0,
1-460-2025-358,460,1,مبايعات,Sales,بيع مقيد بسنوات الدفع,Sale On Payment Plan,23-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,85.36,897209.0,10510.88,,,1.0,1.0,0.0,
2-13-2025-21226,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,29-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,83.06,500000.0,6019.74,,,1.0,1.0,0.0,
1-460-2025-72,460,1,مبايعات,Sales,بيع مقيد بسنوات الدفع,Sale On Payment Plan,27-02-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,104.68,1154506.0,11028.91,,,1.0,1.0,0.0,
1-11-2025-38474,11,1,مبايعات,Sales,بيع,Sell,18-09-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,121.75,963220.0,7911.46,,,1.0,1.0,0.0,
2-13-2025-22533,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,07-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,83.06,570000.0,6862.51,,,1.0,1.0,0.0,
1-11-2025-50610,11,1,مبايعات,Sales,بيع,Sell,11-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,129.78,1078081.0,8306.99,,,1.0,1.0,0.0,
1-11-2025-46718,11,1,مبايعات,Sales,بيع,Sell,12-11-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,110.48,996000.0,9015.21,,,1.0,1.0,0.0,
1-11-2025-36556,11,1,مبايعات,Sales,بيع,Sell,02-09-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,142.94,1187790.0,8309.71,,,1.0,1.0,0.0,
1-11-2025-27252,11,1,مبايعات,Sales,بيع,Sell,01-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,99.4,1076710.0,10832.09,,,1.0,1.0,0.0,
1-11-2025-31655,11,1,مبايعات,Sales,بيع,Sell,29-07-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,برج الربيه,Al Rabia Tower,,,,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,103.77,862014.0,8306.97,,,1.0,1.0,0.0,
1-102-2025-100075,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-10-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,استوديو,Studio,1,39.19,813515.0,20758.25,,,1.0,1.0,0.0,
1-102-2025-3618,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,20-01-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,استوديو,Studio,1,38.87,809000.0,20812.97,,,1.0,1.0,0.0,
1-102-2025-8023,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,03-02-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,88.65,1545000.0,17428.09,,,1.0,1.0,0.0,
1-102-2025-45023,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-05-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,96.6,1575000.0,16304.35,,,1.0,3.0,0.0,
1-102-2025-51094,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,16-06-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,128.63,2272613.0,17667.84,,,1.0,1.0,0.0,
1-102-2025-1092,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,21-02-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,غرفتين,2 B/R,1,122.09,1625000.0,13309.85,,,1.0,1.0,0.0,
1-102-2025-105217,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,21-10-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري لاجونز,Samana Barari Lagoons,3422,سامانا براري لاجونز,Samana Barari Lagoons,Majan,ماجان,,,,,,,استوديو,Studio,1,38.67,727578.0,18815.07,,,1.0,1.0,0.0,
1-102-2025-127685,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,78.18,1157999.0,14811.96,,,1.0,1.0,0.0,
1-102-2025-127931,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.88,692999.0,19868.09,,,1.0,1.0,0.0,
1-102-2025-131713,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,23-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.31,689999.0,20110.73,,,1.0,1.0,0.0,
1-102-2025-133858,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,57.29,762999.0,13318.19,,,1.0,1.0,0.0,
1-102-2025-127762,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,70.97,1128999.0,15908.12,,,1.0,1.0,0.0,
1-102-2025-127501,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,35.63,708999.0,19898.93,,,1.0,1.0,0.0,
1-102-2025-127709,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,73.87,1088999.0,14742.1,,,1.0,1.0,0.0,
1-102-2025-127452,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-12-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,بن غاطي تيتانيا,BINGHATTI TITANIA,4104,بن غاطي تيتانيا,Binghatti Titania,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,34.92,696999.0,19959.88,,,1.0,1.0,0.0,
1-102-2025-80661,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,01-09-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,111.05,1337500.0,12044.12,,,1.0,2.0,0.0,
1-102-2025-96091,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,06-10-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,69.74,1074600.0,15408.66,,,1.0,2.0,0.0,
1-102-2025-79053,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,69.74,1199000.0,17192.43,,,1.0,1.0,0.0,
1-102-2025-132339,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,21-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,أربع غرف,4 B/R,1,188.03,2766600.0,14713.61,,,1.0,2.0,0.0,
1-102-2025-76844,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,19-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,سامانا براري هايتس,Samana Barari Heights,3871,سامانا براري هايتس,Samana Barari Heights,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,أربع غرف,4 B/R,1,207.45,2644044.0,12745.45,,,1.0,1.0,0.0,
1-102-2025-32002,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,17-04-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن II,The Haven II,3315,IIذا هيفين,The Haven II,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,101.0,1282841.0,12701.4,,,1.0,2.0,0.0,
1-102-2026-8894,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-01-2026,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن II,The Haven II,3315,IIذا هيفين,The Haven II,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,73.12,984843.0,13468.87,,,1.0,1.0,0.0,
1-41-2025-24219,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,27-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور بي,The Haven - Tower B,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,70.63,920000.0,13025.63,,,1.0,1.0,0.0,
2-13-2025-26590,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,17-09-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور بي,The Haven - Tower B,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,43.11,440000.0,10206.45,,,1.0,1.0,0.0,
1-11-2025-34851,11,1,مبايعات,Sales,بيع,Sell,20-08-2025,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور اي,The Haven - Tower A,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,39.09,570000.0,14581.73,,,1.0,1.0,0.0,
1-102-2024-11525,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-02-2024,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,465,وادي الصفا 3,Wadi Al Safa 3,ذا هايفن - تاور اي,The Haven - Tower A,2194,ذا هيفين ,THE HAVEN,Majan,ماجان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,93.35,1061079.0,11366.68,,,1.0,1.0,0.0,
